Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-00806,General Records,Media,"A copy of Mayor Rob Ford's daily itineraries from November 1, 2011 to May 1, 2012, including names, titles, organizational affiliations of the meeting partners.","May 1, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-00817,General Records,Public,"A copy of records relating to the destruction of a naturalized area in Riverdale Park East by Urban Forestry from 2012, including pages 10-15 of the Riverdale East Work Plan and all weekly report forms submitted in 2011.","May 1, 2012","May 8, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-00788,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred on the HWY 401 E/B near Yonge Street. The incident occurred on February 8, 2009.","May 1, 2012","May 23, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00789,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 8, 2012 around 11:30 p.m.","May 1, 2012","May 23, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00793,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 22, 2012 around 6:30 p.m.","May 2, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-00794,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 21, 2012.","May 2, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-00795,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 6, 2012.","May 2, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00815,General Records,Public,"A copy of the records associated with the parking space in front of {an address}, including any past notices or other communications with the previous owners regarding the existence and validity of this parking space.","May 2, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,27
AP-2012-00810,Personal Information,Public,A copy of the employment file for {an individuall}.,"May 2, 2012","May 30, 2012",All Disclosed,147
AG-2012-00811,General Records,Public,A copy of all records regarding the garage doors located at the Upper Canada Court Residential Complex {3 addresses}.,"May 2, 2012","June 5, 2012",No Records Exist,0
AG-2012-00812,General Records,Public,"A copy of the RFQ related to occupational footwear submitted by Mister Safety Shoes, RFQ No. 0114-11-0001 (March 8, 2011).","May 2, 2012","June 29, 2012",All Disclosed,75
AG-2012-00819,General Records,Media,"All documents including, but not limited to, e:mails, letters, memos and other documents regarding the Mayor's attendance at any Pride event or International Day against homophobia events for 2012.  Search for records should include Mayor's office staff.","May 2, 2012","May 30, 2012",Disclosed in Part: Partially Exempt,66
AP-2012-00809,Personal Information,Public,A copy of the employment file for {an individual} from 2006 to present.,"May 2, 2012","May 30, 2012",Disclosed in Part: Partially Exempt,65
AG-2012-00813,General Records,Public,"A copy of the video surveillance for 220 Atwell Drive, Etobicoke, from July 10, 2009 between 6:00 a.m. to 10:00 a.m.","May 2, 2012","June 13, 2012",Nothing Disclosed (exemption),1
AP-2012-00814,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"May 2, 2012","May 3, 2012",No Records Exist,0
AG-2012-00820,General Records,Media,A copy of the Mayor's and/or City's budget submissions to the Ontario government and the Federal government prior to the release of the 2012 budget.,"May 2, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00821,General Records,Public,"A copy of the most two recent building inspection reports for {an address}, Etobicoke.","May 2, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00818,General Records,Media,"All documents including, but not limited to, e:mails, letters, memos and other documents labelled as ""talking points"" or the Mayor's ""key messages"" between Jan. 1, 2011 and present.  The search for records should include Mayor's office staff.","May 2, 2012","June 20, 2012",All Disclosed,156
AG-2012-00824,General Records,Public,"Copies of any updates or additions to the fire inspection reports for {an address}, Toronto or any new inspection reports since Sept. 29, 2011.","May 3, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00825,General Records,Public,"A list of the charges laid by Toronto Building for non-compliance to the Ontario Building Code, including fine amount and details of orders for the last 5 years.","May 3, 2012","May 29, 2012",All Disclosed,6
AP-2012-00839,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 3, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,103
AG-2012-00822,General Records,Media,An electronic document showing the first three characters of the postal codes of all addresses where bedbugs were reported in 2011.,"May 3, 2012","May 16, 2012",All Disclosed,33
AG-2012-00823,General Records,Public,"All records relating to file # 12125499 relating to {Live and Work} at {an address}, aka {an address}.  Search for records should include Building, ML&S, Business Trades Unit and any records on fraud investigations.","May 3, 2012","May 30, 2012",Disclosed in Part: No Records Exist,6
AG-2012-00826,General Records,Public,"A copy of dog attack report relating to {an individual} from Animal Services.  The incident occurred on November 28, 2011 at {an address}, Etobicoke.","May 4, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-00827,General Records,Public,"A copy of all complaints from ML&S relating to {an address}, Toronto as well as complaints filed against {an individual}.","May 4, 2012","May 29, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00828,General Records,Public,"A copy of 911 call record, transcript and/or master audio recording of the call at the intersection of {an address} and {an address} at 7.45 pm on October 6, 2011.","May 4, 2012","June 4, 2012",Disclosed in Part: No Records Exist,1
AG-2012-00831,General Records,Public,"A copy of the work order for {an address}. The inspection was completed during the week of February 13, 2012. The inspection included this unit and the common areas of the building.","May 4, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,42
AG-2012-00833,General Records,Public,A copy of the building deficiency report for {an address}.,"May 4, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,57
AP-2012-00835,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2008 to present.,"May 4, 2012","May 9, 2012",Transferred Out in Full,0
AP-2012-00837,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 4, 2012","May 9, 2012",Transferred Out in Full,0
AP-2012-00836,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 4, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,442
AG-2012-00829,General Records,Public,A copy of the ML&S report for chimney repair completed at {an address}. File No. B12999.,"May 4, 2012","June 1, 2012",All Disclosed,58
AG-2012-00830,General Records,Public,"A copy of the archival records relating to Ontario Place including Fonds 220, series 11, file no.'s 287, 72, 288, 289, and 290.","May 4, 2012","May 14, 2012",Disclosed in Part: Partially Exempt,440
AP-2012-00968,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"May 4, 2012","June 14, 2012",All Disclosed,53
AG-2012-00832,General Records,Public,"A copy of the EMS 911 cal transcript regarding the incident at {an address}, North York. The incident occurred on December 3, 2011.","May 7, 2012","June 6, 2012",All Disclosed,6
AG-2012-00842,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on April 3, 2010.","May 7, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,37
AG-2012-00843,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on April 8, 2012.","May 7, 2012","June 5, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00845,General Records,Media,"A copy of documents relating to official visits to City Hall by individuals such as dignitaries, governors, ambassadors, and other elected officials from December 1, 2010 to May 7, 2012 who were scheduled to meet with Mayor Rob Ford.","May 7, 2012","June 8, 2012",All Disclosed,2
AG-2012-00846,General Records,Media,"A copy of all communications originating from or sent to certain members of the mayor's office from May 2 (7:30 p.m. to end of day) to May 7, 2012 (end of day) relating to the incident between the mayor and Toronto Star reporter on May 2, 2012","May 7, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,22
AP-2012-00834,Personal Information,Public,A copy of the employment file for {an individual}.,"May 7, 2012","June 5, 2012",Disclosed in Part: Partially Exempt,85
AG-2012-00632,General Records,Business,"A copy of the fire report for {an address}, North York. The incident occurred on April 15, 2012.","May 7, 2012","June 5, 2012",Nothing Disclosed (exemption),7
AP-2012-00838,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 7, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,227
AP-2012-00840,Personal Information,Public,A copy of the Ontario Works file for {an individuali}.,"May 7, 2012","May 31, 2012",Disclosed in Part: No Records Exist,219
AP-2012-00847,Personal Information,Public,A copy of records relating to {an individual} joining the Scarborough/Toronto Fire Department in the late 1930's or early 1940's.,"May 8, 2012","June 1, 2012",No Records Exist,0
AG-2012-00850,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 12, 2010.","May 8, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00844,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on July 2, 2008.","May 8, 2012","June 4, 2012",Disclosed in Part: No Records Exist,9
AG-2012-00854,General Records,Public,A copy of the building file no. 335675 for {an address}.,"May 8, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,38
